,snapshot,objective,stores,generators
161,2035-01-21 03:00:00,1.0,1.0,1.0
162,2035-01-21 06:00:00,1.0,1.0,1.0
163,2035-01-21 09:00:00,1.0,1.0,1.0
164,2035-01-21 12:00:00,1.0,1.0,1.0
165,2035-01-21 15:00:00,1.0,1.0,1.0
166,2035-01-21 18:00:00,1.0,1.0,1.0
167,2035-01-21 21:00:00,1.0,1.0,1.0
168,2035-01-22 00:00:00,1.0,1.0,1.0
169,2035-01-22 03:00:00,1.0,1.0,1.0
170,2035-01-22 06:00:00,1.0,1.0,1.0
171,2035-01-22 09:00:00,1.0,1.0,1.0
172,2035-01-22 12:00:00,1.0,1.0,1.0
173,2035-01-22 15:00:00,1.0,1.0,1.0
174,2035-01-22 18:00:00,1.0,1.0,1.0
175,2035-01-22 21:00:00,1.0,1.0,1.0
176,2035-01-23 00:00:00,1.0,1.0,1.0
177,2035-01-23 03:00:00,1.0,1.0,1.0
178,2035-01-23 06:00:00,1.0,1.0,1.0
179,2035-01-23 09:00:00,1.0,1.0,1.0
180,2035-01-23 12:00:00,1.0,1.0,1.0
181,2035-01-23 15:00:00,1.0,1.0,1.0
182,2035-01-23 18:00:00,1.0,1.0,1.0
183,2035-01-23 21:00:00,1.0,1.0,1.0
184,2035-01-24 00:00:00,1.0,1.0,1.0
185,2035-01-24 03:00:00,1.0,1.0,1.0
186,2035-01-24 06:00:00,1.0,1.0,1.0
187,2035-01-24 09:00:00,1.0,1.0,1.0
188,2035-01-24 12:00:00,1.0,1.0,1.0
189,2035-01-24 15:00:00,1.0,1.0,1.0
190,2035-01-24 18:00:00,1.0,1.0,1.0
191,2035-01-24 21:00:00,1.0,1.0,1.0
192,2035-01-25 00:00:00,1.0,1.0,1.0
193,2035-01-25 03:00:00,1.0,1.0,1.0
194,2035-01-25 06:00:00,1.0,1.0,1.0
195,2035-01-25 09:00:00,1.0,1.0,1.0
196,2035-01-25 12:00:00,1.0,1.0,1.0
197,2035-01-25 15:00:00,1.0,1.0,1.0
198,2035-01-25 18:00:00,1.0,1.0,1.0
199,2035-01-25 21:00:00,1.0,1.0,1.0
200,2035-01-26 00:00:00,1.0,1.0,1.0
201,2035-01-26 03:00:00,1.0,1.0,1.0
202,2035-01-26 06:00:00,1.0,1.0,1.0
203,2035-01-26 09:00:00,1.0,1.0,1.0
204,2035-01-26 12:00:00,1.0,1.0,1.0
205,2035-01-26 15:00:00,1.0,1.0,1.0
206,2035-01-26 18:00:00,1.0,1.0,1.0
207,2035-01-26 21:00:00,1.0,1.0,1.0
208,2035-01-27 00:00:00,1.0,1.0,1.0
209,2035-01-27 03:00:00,1.0,1.0,1.0
210,2035-01-27 06:00:00,1.0,1.0,1.0
211,2035-01-27 09:00:00,1.0,1.0,1.0
212,2035-01-27 12:00:00,1.0,1.0,1.0
213,2035-01-27 15:00:00,1.0,1.0,1.0
214,2035-01-27 18:00:00,1.0,1.0,1.0
215,2035-01-27 21:00:00,1.0,1.0,1.0
216,2035-01-28 00:00:00,1.0,1.0,1.0
217,2035-01-28 03:00:00,1.0,1.0,1.0
218,2035-01-28 06:00:00,1.0,1.0,1.0
219,2035-01-28 09:00:00,1.0,1.0,1.0
220,2035-01-28 12:00:00,1.0,1.0,1.0
221,2035-01-28 15:00:00,1.0,1.0,1.0
222,2035-01-28 18:00:00,1.0,1.0,1.0
223,2035-01-28 21:00:00,1.0,1.0,1.0
224,2035-01-29 00:00:00,1.0,1.0,1.0
225,2035-01-29 03:00:00,1.0,1.0,1.0
226,2035-01-29 06:00:00,1.0,1.0,1.0
227,2035-01-29 09:00:00,1.0,1.0,1.0
228,2035-01-29 12:00:00,1.0,1.0,1.0
229,2035-01-29 15:00:00,1.0,1.0,1.0
230,2035-01-29 18:00:00,1.0,1.0,1.0
231,2035-01-29 21:00:00,1.0,1.0,1.0
232,2035-01-30 00:00:00,1.0,1.0,1.0
233,2035-01-30 03:00:00,1.0,1.0,1.0
234,2035-01-30 06:00:00,1.0,1.0,1.0
235,2035-01-30 09:00:00,1.0,1.0,1.0
236,2035-01-30 12:00:00,1.0,1.0,1.0
237,2035-01-30 15:00:00,1.0,1.0,1.0
238,2035-01-30 18:00:00,1.0,1.0,1.0
239,2035-01-30 21:00:00,1.0,1.0,1.0
240,2035-01-31 00:00:00,1.0,1.0,1.0
241,2035-01-31 03:00:00,1.0,1.0,1.0
242,2035-01-31 06:00:00,1.0,1.0,1.0
243,2035-01-31 09:00:00,1.0,1.0,1.0
244,2035-01-31 12:00:00,1.0,1.0,1.0
245,2035-01-31 15:00:00,1.0,1.0,1.0
246,2035-01-31 18:00:00,1.0,1.0,1.0
247,2035-01-31 21:00:00,1.0,1.0,1.0
248,2035-02-01 00:00:00,1.0,1.0,1.0
249,2035-02-01 03:00:00,1.0,1.0,1.0
250,2035-02-01 06:00:00,1.0,1.0,1.0
251,2035-02-01 09:00:00,1.0,1.0,1.0
252,2035-02-01 12:00:00,1.0,1.0,1.0
253,2035-02-01 15:00:00,1.0,1.0,1.0
254,2035-02-01 18:00:00,1.0,1.0,1.0
255,2035-02-01 21:00:00,1.0,1.0,1.0
256,2035-02-02 00:00:00,1.0,1.0,1.0
257,2035-02-02 03:00:00,1.0,1.0,1.0
258,2035-02-02 06:00:00,1.0,1.0,1.0
259,2035-02-02 09:00:00,1.0,1.0,1.0
260,2035-02-02 12:00:00,1.0,1.0,1.0
261,2035-02-02 15:00:00,1.0,1.0,1.0
262,2035-02-02 18:00:00,1.0,1.0,1.0
263,2035-02-02 21:00:00,1.0,1.0,1.0
264,2035-02-03 00:00:00,1.0,1.0,1.0
265,2035-02-03 03:00:00,1.0,1.0,1.0
266,2035-02-03 06:00:00,1.0,1.0,1.0
267,2035-02-03 09:00:00,1.0,1.0,1.0
268,2035-02-03 12:00:00,1.0,1.0,1.0
269,2035-02-03 15:00:00,1.0,1.0,1.0
270,2035-02-03 18:00:00,1.0,1.0,1.0
271,2035-02-03 21:00:00,1.0,1.0,1.0
272,2035-02-04 00:00:00,1.0,1.0,1.0
273,2035-02-04 03:00:00,1.0,1.0,1.0
274,2035-02-04 06:00:00,1.0,1.0,1.0
275,2035-02-04 09:00:00,1.0,1.0,1.0
276,2035-02-04 12:00:00,1.0,1.0,1.0
277,2035-02-04 15:00:00,1.0,1.0,1.0
278,2035-02-04 18:00:00,1.0,1.0,1.0
279,2035-02-04 21:00:00,1.0,1.0,1.0
280,2035-02-05 00:00:00,1.0,1.0,1.0
281,2035-02-05 03:00:00,1.0,1.0,1.0
282,2035-02-05 06:00:00,1.0,1.0,1.0
283,2035-02-05 09:00:00,1.0,1.0,1.0
284,2035-02-05 12:00:00,1.0,1.0,1.0
285,2035-02-05 15:00:00,1.0,1.0,1.0
286,2035-02-05 18:00:00,1.0,1.0,1.0
287,2035-02-05 21:00:00,1.0,1.0,1.0
288,2035-02-06 00:00:00,1.0,1.0,1.0
289,2035-02-06 03:00:00,1.0,1.0,1.0
290,2035-02-06 06:00:00,1.0,1.0,1.0
291,2035-02-06 09:00:00,1.0,1.0,1.0
292,2035-02-06 12:00:00,1.0,1.0,1.0
293,2035-02-06 15:00:00,1.0,1.0,1.0
294,2035-02-06 18:00:00,1.0,1.0,1.0
295,2035-02-06 21:00:00,1.0,1.0,1.0
296,2035-02-07 00:00:00,1.0,1.0,1.0
297,2035-02-07 03:00:00,1.0,1.0,1.0
298,2035-02-07 06:00:00,1.0,1.0,1.0
299,2035-02-07 09:00:00,1.0,1.0,1.0
300,2035-02-07 12:00:00,1.0,1.0,1.0
301,2035-02-07 15:00:00,1.0,1.0,1.0
302,2035-02-07 18:00:00,1.0,1.0,1.0
303,2035-02-07 21:00:00,1.0,1.0,1.0
304,2035-02-08 00:00:00,1.0,1.0,1.0
305,2035-02-08 03:00:00,1.0,1.0,1.0
306,2035-02-08 06:00:00,1.0,1.0,1.0
307,2035-02-08 09:00:00,1.0,1.0,1.0
308,2035-02-08 12:00:00,1.0,1.0,1.0
309,2035-02-08 15:00:00,1.0,1.0,1.0
310,2035-02-08 18:00:00,1.0,1.0,1.0
311,2035-02-08 21:00:00,1.0,1.0,1.0
312,2035-02-09 00:00:00,1.0,1.0,1.0
313,2035-02-09 03:00:00,1.0,1.0,1.0
314,2035-02-09 06:00:00,1.0,1.0,1.0
315,2035-02-09 09:00:00,1.0,1.0,1.0
316,2035-02-09 12:00:00,1.0,1.0,1.0
317,2035-02-09 15:00:00,1.0,1.0,1.0
318,2035-02-09 18:00:00,1.0,1.0,1.0
319,2035-02-09 21:00:00,1.0,1.0,1.0
320,2035-02-10 00:00:00,1.0,1.0,1.0
321,2035-02-10 03:00:00,1.0,1.0,1.0
322,2035-02-10 06:00:00,1.0,1.0,1.0
323,2035-02-10 09:00:00,1.0,1.0,1.0
324,2035-02-10 12:00:00,1.0,1.0,1.0
325,2035-02-10 15:00:00,1.0,1.0,1.0
326,2035-02-10 18:00:00,1.0,1.0,1.0
327,2035-02-10 21:00:00,1.0,1.0,1.0
328,2035-02-11 00:00:00,1.0,1.0,1.0
329,2035-02-11 03:00:00,1.0,1.0,1.0
330,2035-02-11 06:00:00,1.0,1.0,1.0
331,2035-02-11 09:00:00,1.0,1.0,1.0
332,2035-02-11 12:00:00,1.0,1.0,1.0
333,2035-02-11 15:00:00,1.0,1.0,1.0
334,2035-02-11 18:00:00,1.0,1.0,1.0
335,2035-02-11 21:00:00,1.0,1.0,1.0
336,2035-02-12 00:00:00,1.0,1.0,1.0
337,2035-02-12 03:00:00,1.0,1.0,1.0
338,2035-02-12 06:00:00,1.0,1.0,1.0
339,2035-02-12 09:00:00,1.0,1.0,1.0
340,2035-02-12 12:00:00,1.0,1.0,1.0
341,2035-02-12 15:00:00,1.0,1.0,1.0
342,2035-02-12 18:00:00,1.0,1.0,1.0
343,2035-02-12 21:00:00,1.0,1.0,1.0
344,2035-02-13 00:00:00,1.0,1.0,1.0
345,2035-02-13 03:00:00,1.0,1.0,1.0
346,2035-02-13 06:00:00,1.0,1.0,1.0
347,2035-02-13 09:00:00,1.0,1.0,1.0
348,2035-02-13 12:00:00,1.0,1.0,1.0
349,2035-02-13 15:00:00,1.0,1.0,1.0
350,2035-02-13 18:00:00,1.0,1.0,1.0
351,2035-02-13 21:00:00,1.0,1.0,1.0
352,2035-02-14 00:00:00,1.0,1.0,1.0
353,2035-02-14 03:00:00,1.0,1.0,1.0
354,2035-02-14 06:00:00,1.0,1.0,1.0
355,2035-02-14 09:00:00,1.0,1.0,1.0
356,2035-02-14 12:00:00,1.0,1.0,1.0
357,2035-02-14 15:00:00,1.0,1.0,1.0
358,2035-02-14 18:00:00,1.0,1.0,1.0
359,2035-02-14 21:00:00,1.0,1.0,1.0
360,2035-02-15 00:00:00,1.0,1.0,1.0
361,2035-02-15 03:00:00,1.0,1.0,1.0
362,2035-02-15 06:00:00,1.0,1.0,1.0
363,2035-02-15 09:00:00,1.0,1.0,1.0
364,2035-02-15 12:00:00,1.0,1.0,1.0
365,2035-02-15 15:00:00,1.0,1.0,1.0
366,2035-02-15 18:00:00,1.0,1.0,1.0
367,2035-02-15 21:00:00,1.0,1.0,1.0
368,2035-02-16 00:00:00,1.0,1.0,1.0
369,2035-02-16 03:00:00,1.0,1.0,1.0
370,2035-02-16 06:00:00,1.0,1.0,1.0
371,2035-02-16 09:00:00,1.0,1.0,1.0
372,2035-02-16 12:00:00,1.0,1.0,1.0
373,2035-02-16 15:00:00,1.0,1.0,1.0
374,2035-02-16 18:00:00,1.0,1.0,1.0
375,2035-02-16 21:00:00,1.0,1.0,1.0
376,2035-02-17 00:00:00,1.0,1.0,1.0
377,2035-02-17 03:00:00,1.0,1.0,1.0
378,2035-02-17 06:00:00,1.0,1.0,1.0
379,2035-02-17 09:00:00,1.0,1.0,1.0
380,2035-02-17 12:00:00,1.0,1.0,1.0
381,2035-02-17 15:00:00,1.0,1.0,1.0
382,2035-02-17 18:00:00,1.0,1.0,1.0
383,2035-02-17 21:00:00,1.0,1.0,1.0
384,2035-02-18 00:00:00,1.0,1.0,1.0
385,2035-02-18 03:00:00,1.0,1.0,1.0
386,2035-02-18 06:00:00,1.0,1.0,1.0
387,2035-02-18 09:00:00,1.0,1.0,1.0
388,2035-02-18 12:00:00,1.0,1.0,1.0
389,2035-02-18 15:00:00,1.0,1.0,1.0
390,2035-02-18 18:00:00,1.0,1.0,1.0
391,2035-02-18 21:00:00,1.0,1.0,1.0
392,2035-02-19 00:00:00,1.0,1.0,1.0
393,2035-02-19 03:00:00,1.0,1.0,1.0
394,2035-02-19 06:00:00,1.0,1.0,1.0
395,2035-02-19 09:00:00,1.0,1.0,1.0
396,2035-02-19 12:00:00,1.0,1.0,1.0
397,2035-02-19 15:00:00,1.0,1.0,1.0
398,2035-02-19 18:00:00,1.0,1.0,1.0
399,2035-02-19 21:00:00,1.0,1.0,1.0
400,2035-02-20 00:00:00,1.0,1.0,1.0
401,2035-02-20 03:00:00,1.0,1.0,1.0
402,2035-02-20 06:00:00,1.0,1.0,1.0
403,2035-02-20 09:00:00,1.0,1.0,1.0
404,2035-02-20 12:00:00,1.0,1.0,1.0
405,2035-02-20 15:00:00,1.0,1.0,1.0
406,2035-02-20 18:00:00,1.0,1.0,1.0
407,2035-02-20 21:00:00,1.0,1.0,1.0
408,2035-02-21 00:00:00,1.0,1.0,1.0
409,2035-02-21 03:00:00,1.0,1.0,1.0
410,2035-02-21 06:00:00,1.0,1.0,1.0
411,2035-02-21 09:00:00,1.0,1.0,1.0
412,2035-02-21 12:00:00,1.0,1.0,1.0
413,2035-02-21 15:00:00,1.0,1.0,1.0
414,2035-02-21 18:00:00,1.0,1.0,1.0
415,2035-02-21 21:00:00,1.0,1.0,1.0
416,2035-02-22 00:00:00,1.0,1.0,1.0
417,2035-02-22 03:00:00,1.0,1.0,1.0
418,2035-02-22 06:00:00,1.0,1.0,1.0
419,2035-02-22 09:00:00,1.0,1.0,1.0
420,2035-02-22 12:00:00,1.0,1.0,1.0
421,2035-02-22 15:00:00,1.0,1.0,1.0
422,2035-02-22 18:00:00,1.0,1.0,1.0
423,2035-02-22 21:00:00,1.0,1.0,1.0
424,2035-02-23 00:00:00,1.0,1.0,1.0
425,2035-02-23 03:00:00,1.0,1.0,1.0
426,2035-02-23 06:00:00,1.0,1.0,1.0
427,2035-02-23 09:00:00,1.0,1.0,1.0
428,2035-02-23 12:00:00,1.0,1.0,1.0
429,2035-02-23 15:00:00,1.0,1.0,1.0
430,2035-02-23 18:00:00,1.0,1.0,1.0
431,2035-02-23 21:00:00,1.0,1.0,1.0
432,2035-02-24 00:00:00,1.0,1.0,1.0
433,2035-02-24 03:00:00,1.0,1.0,1.0
434,2035-02-24 06:00:00,1.0,1.0,1.0
435,2035-02-24 09:00:00,1.0,1.0,1.0
436,2035-02-24 12:00:00,1.0,1.0,1.0
437,2035-02-24 15:00:00,1.0,1.0,1.0
438,2035-02-24 18:00:00,1.0,1.0,1.0
439,2035-02-24 21:00:00,1.0,1.0,1.0
440,2035-02-25 00:00:00,1.0,1.0,1.0
441,2035-02-25 03:00:00,1.0,1.0,1.0
442,2035-02-25 06:00:00,1.0,1.0,1.0
443,2035-02-25 09:00:00,1.0,1.0,1.0
444,2035-02-25 12:00:00,1.0,1.0,1.0
445,2035-02-25 15:00:00,1.0,1.0,1.0
446,2035-02-25 18:00:00,1.0,1.0,1.0
447,2035-02-25 21:00:00,1.0,1.0,1.0
448,2035-02-26 00:00:00,1.0,1.0,1.0
449,2035-02-26 03:00:00,1.0,1.0,1.0
450,2035-02-26 06:00:00,1.0,1.0,1.0
451,2035-02-26 09:00:00,1.0,1.0,1.0
452,2035-02-26 12:00:00,1.0,1.0,1.0
453,2035-02-26 15:00:00,1.0,1.0,1.0
454,2035-02-26 18:00:00,1.0,1.0,1.0
455,2035-02-26 21:00:00,1.0,1.0,1.0
456,2035-02-27 00:00:00,1.0,1.0,1.0
457,2035-02-27 03:00:00,1.0,1.0,1.0
458,2035-02-27 06:00:00,1.0,1.0,1.0
459,2035-02-27 09:00:00,1.0,1.0,1.0
460,2035-02-27 12:00:00,1.0,1.0,1.0
461,2035-02-27 15:00:00,1.0,1.0,1.0
462,2035-02-27 18:00:00,1.0,1.0,1.0
463,2035-02-27 21:00:00,1.0,1.0,1.0
464,2035-02-28 00:00:00,1.0,1.0,1.0
465,2035-02-28 03:00:00,1.0,1.0,1.0
466,2035-02-28 06:00:00,1.0,1.0,1.0
467,2035-02-28 09:00:00,1.0,1.0,1.0
468,2035-02-28 12:00:00,1.0,1.0,1.0
469,2035-02-28 15:00:00,1.0,1.0,1.0
470,2035-02-28 18:00:00,1.0,1.0,1.0
471,2035-02-28 21:00:00,1.0,1.0,1.0
472,2035-03-01 00:00:00,1.0,1.0,1.0
473,2035-03-01 03:00:00,1.0,1.0,1.0
474,2035-03-01 06:00:00,1.0,1.0,1.0
475,2035-03-01 09:00:00,1.0,1.0,1.0
476,2035-03-01 12:00:00,1.0,1.0,1.0
477,2035-03-01 15:00:00,1.0,1.0,1.0
478,2035-03-01 18:00:00,1.0,1.0,1.0
479,2035-03-01 21:00:00,1.0,1.0,1.0
480,2035-03-02 00:00:00,1.0,1.0,1.0
481,2035-03-02 03:00:00,1.0,1.0,1.0
482,2035-03-02 06:00:00,1.0,1.0,1.0
483,2035-03-02 09:00:00,1.0,1.0,1.0
484,2035-03-02 12:00:00,1.0,1.0,1.0
485,2035-03-02 15:00:00,1.0,1.0,1.0
486,2035-03-02 18:00:00,1.0,1.0,1.0
487,2035-03-02 21:00:00,1.0,1.0,1.0
488,2035-03-03 00:00:00,1.0,1.0,1.0
489,2035-03-03 03:00:00,1.0,1.0,1.0
490,2035-03-03 06:00:00,1.0,1.0,1.0
491,2035-03-03 09:00:00,1.0,1.0,1.0
492,2035-03-03 12:00:00,1.0,1.0,1.0
493,2035-03-03 15:00:00,1.0,1.0,1.0
494,2035-03-03 18:00:00,1.0,1.0,1.0
495,2035-03-03 21:00:00,1.0,1.0,1.0
496,2035-03-04 00:00:00,1.0,1.0,1.0
497,2035-03-04 03:00:00,1.0,1.0,1.0
498,2035-03-04 06:00:00,1.0,1.0,1.0
499,2035-03-04 09:00:00,1.0,1.0,1.0
500,2035-03-04 12:00:00,1.0,1.0,1.0
501,2035-03-04 15:00:00,1.0,1.0,1.0
502,2035-03-04 18:00:00,1.0,1.0,1.0
503,2035-03-04 21:00:00,1.0,1.0,1.0
504,2035-03-05 00:00:00,1.0,1.0,1.0
505,2035-03-05 03:00:00,1.0,1.0,1.0
506,2035-03-05 06:00:00,1.0,1.0,1.0
507,2035-03-05 09:00:00,1.0,1.0,1.0
508,2035-03-05 12:00:00,1.0,1.0,1.0
509,2035-03-05 15:00:00,1.0,1.0,1.0
510,2035-03-05 18:00:00,1.0,1.0,1.0
511,2035-03-05 21:00:00,1.0,1.0,1.0
512,2035-03-06 00:00:00,1.0,1.0,1.0
513,2035-03-06 03:00:00,1.0,1.0,1.0
514,2035-03-06 06:00:00,1.0,1.0,1.0
515,2035-03-06 09:00:00,1.0,1.0,1.0
516,2035-03-06 12:00:00,1.0,1.0,1.0
