,Houston load,North load,South load,West load
76,14213.454645429312,11409.51728038306,7688.086926433978,4677.940827193932
77,13728.362279453379,10774.364683589698,7089.852579823743,4479.384942799543
78,12922.538434791713,10388.060938598464,6968.262036171984,4421.747248746278
79,11510.287683814118,9559.646031716014,6252.425884418853,4042.9098073148857
80,11570.668751759531,8942.630141607575,6353.494450659817,3819.157922399552
81,12085.648621426224,9434.760490820721,6420.615318172573,4057.5483544472713
82,13294.713050500757,10244.970550957323,6975.6709431034205,4298.2984052869615
83,13682.807076702084,11478.486673822854,7386.022479865511,4582.242731278351
84,13974.65206430747,11489.954932993704,7310.137242879493,4775.990711403582
85,13687.37333953266,10765.463860829286,7246.991735743013,4540.359841278514
86,13149.443534294187,10430.844197963665,6979.5642144052945,4274.750812877307
87,12078.841903470598,9302.872684272994,6421.300918021109,4009.6975109801356
88,11511.75759180701,9509.580854617896,6351.920147282467,3839.6035062431542
89,12137.004680082033,9520.38499898775,6458.974025104226,4058.1478595156545
90,12952.914613838571,10322.883501500177,6761.529464670459,4470.357835809541
91,14110.107833651547,11367.185068065424,7264.836028616348,4544.376670675569
92,14020.923793646532,11083.609119509558,7599.929064357819,4582.338192748052
93,13751.23948441756,10764.137890056274,7040.7101516834955,4429.263142665669
94,12826.43257248007,10221.537059818453,7125.596550160009,4296.303372633521
95,11662.036058334312,9810.54007324098,6463.904077178206,3951.4463737206765
96,11717.88027949021,9035.933514227949,6365.20675471398,3899.1059031984782
97,12090.788124568642,9077.3488119981,6212.138133070381,4019.9621310791044
98,12944.535717653242,10261.138505073457,7074.872235525614,4176.065505058893
99,13793.415113692314,11209.088487889607,7721.033062819885,4451.802107504733
100,13834.505469808526,11663.44684812414,7392.753194513011,4773.933472034197
101,13741.845606001514,10984.049192301447,7505.1966739824775,4631.990653653698
102,12854.495493543121,10269.366712317918,6903.199654171471,4277.660991277044
103,11834.993088144865,9844.456662101877,6216.77870336993,3876.4488799749965
104,11625.674565840536,8981.719978280616,6281.744038595322,3924.418851788478
105,12140.182351830292,9559.42856647427,6529.9430186453,4116.403340771152
106,13448.08884159121,10406.859054993083,6828.488698286135,4343.755875724988
107,13924.021426489766,11200.18994551767,7572.868959965027,4546.7967813429095
108,14328.569155039015,11287.83479146669,7349.302331727102,4755.9475870628585
109,13854.914482617956,11108.105484148326,7179.073112638805,4498.820578797534
110,12461.903396419151,9851.426674227665,6930.465510540833,4411.141937069087
111,12036.477703590848,9507.455875475418,6426.121595878747,4020.8588555997408
112,11692.315154914268,9427.336982901094,6139.136553662618,3755.089336219675
113,12652.3510514711,9457.123862633802,6535.225296303727,3995.2627763315386
114,12925.909677639609,10392.910342851146,6993.923432765663,4365.354993675793
115,13977.1504377632,11214.025226853664,7536.964814131426,4600.272436037024
116,14263.50448869654,11340.501335346577,7593.739761171379,4731.5513742573885
117,13568.623018652814,11152.58128959236,7499.092061785295,4517.713033121599
118,13272.412046925334,10180.788360615838,6858.761006404726,4374.285780055455
119,12239.641459700979,9606.77851789442,6695.259752591542,3967.304011127488
120,11878.740176601788,9469.161544691959,6135.308709400139,3729.7998793971415
121,11854.690910995623,9689.761535338928,6710.770567065616,3994.880580140014
122,13357.57327762449,10272.500369933854,6934.457590230367,4416.001453046781
123,13521.743661317543,11179.339043334012,7215.505301249768,4601.377054784055
124,14460.097462221696,11597.292142049653,7831.150635066026,4929.714609446371
125,14521.251898943583,10673.137421985964,7438.303493049885,4677.047669628452
126,12735.640369552133,10635.391943938423,7047.581756326723,4360.357316957649
127,11937.542243175352,9594.475506097357,6597.247527377547,4014.429596896963
128,11733.101170303436,9447.528816316186,6287.419137713202,3897.9236619278763
129,11969.093316577979,9904.285346564211,6372.068479087049,4009.0473127524933
130,12607.339175429423,10123.132272165387,7074.5308125858965,4310.730826566082
131,13949.956810692558,10986.553291525826,7429.9010624767325,4692.920884457176
132,14007.860523210935,11383.47129707254,7737.734365143612,4681.3539457730585
133,14062.804934948053,10969.989501958518,7109.753531470828,4543.697199341465
134,12771.598321557622,10769.846422196431,7001.15217446441,4239.524566232061
135,12465.642456942327,9506.92822916584,6366.091414079683,4195.171979150178
136,11542.625733154384,9276.823134934662,6460.834149937549,3950.2329003738405
137,12029.94699758913,9725.945279207563,6538.038963089884,4060.5574855208615
138,13241.23394441548,10172.785345218495,6982.2650473226995,4251.22377902915
139,13607.125626612707,11072.120835722562,7512.659284740988,4708.156560286827
140,14397.367909823726,11538.531119523768,7491.184847116651,4766.251209090497
141,14315.257533574237,11086.14288146696,7681.843627227767,4670.101936678901
142,12610.357848466063,10403.926768507254,7225.68782482095,4258.250394061566
143,12152.647711186773,9583.803688902603,6508.311706305312,4048.9158377375124
144,11804.439038374736,9110.160193912448,6462.365768032333,3881.2853129158125
145,12315.175520421682,9762.851631847509,6393.359740492192,3979.9683295656846
146,12725.423022553714,10804.958696257545,6848.109273211599,4413.266289442879
147,13601.913308551677,11180.81091939087,7457.2304006167515,4513.736512020863
148,14502.874543067177,11534.168035704794,7721.5467160033295,4838.390236891223
149,14053.854609300932,11331.54458428837,7392.418753880635,4720.709758221073
150,13113.59293429406,10173.578439312852,7033.8995143648835,4272.889153841497
151,12209.592162442097,10030.763085756178,6506.601312412963,3975.5451379200877
152,11601.047528891248,9446.875820850433,6147.296642783348,3902.8476234772174
153,12200.158045281069,10032.06932562254,6543.867349033148,4070.749657544268
154,13144.377232393625,10300.959039581983,7089.850162513342,4342.610527478915
155,13791.91133086601,11600.457917230442,7487.891247060323,4704.379750586379
156,14910.952926675342,11677.927659265768,7843.165531351878,4960.466770352828
157,14124.40838667938,11317.258738476694,7280.607486922524,4616.578399062631
158,12756.4272275231,10503.155760545178,7034.71070264725,4206.503055334756
159,12303.20988145341,9666.710436749918,6325.076009584801,4114.7818706861235
160,11549.50253495277,9649.555622713533,6142.219957763605,4058.559896842348
161,12353.914087834708,9757.279087755673,6404.790969567931,4085.999001928753
162,13391.183473130892,10058.41188674557,6848.703753081062,4267.728125053017
163,13783.356199986305,10960.204619629823,7391.8833695718795,4659.547887430454
164,14674.091492860025,11474.553102102018,7645.3554833853295,4691.547232400117
165,14129.055653961093,11280.19938616893,7598.929973120928,4731.17934640914
166,13303.092557221187,10458.479233056307,6935.38427853863,4244.733386281964
167,12623.849684307454,9967.176021090989,6280.935664925778,4029.816792559957
168,11739.847186826264,9069.90046151679,6435.601272276652,3853.5897474707535
169,11998.05437922831,9773.338287585955,6388.131485321679,4070.8629216186073
170,12875.402657507697,10105.588020490197,6983.047320225346,4337.52133140866
171,13806.520640998237,11399.029153053383,7552.466504219429,4695.048725283217
172,14397.23413119196,11513.782844094774,7721.085318741403,4808.6383696478215
173,14131.292146091355,11322.652906521993,7649.4266269427035,4586.187199170616
174,13181.149215085035,10305.698012327883,7058.234603572843,4424.319436161954
175,12383.219782930362,9994.72871024119,6384.984458294711,4056.6030079558427
176,11819.952317396323,9650.462542218645,6576.936327826284,3861.0843062029057
177,12556.148659031862,9875.07681811591,6532.729245112458,4249.43172313918
178,13060.367915068993,10476.684166817544,6981.959968944387,4418.325125496009
179,14823.106247118212,11377.059070275454,7642.299011386425,4671.732068705334
180,14623.581126600824,11390.929436051934,7741.284461387855,4950.54817004265
181,13817.284472756826,11439.072623729406,7557.619798636897,4858.714434907666
182,12848.652588735875,10850.412284727196,7351.630364893882,4363.899240550054
183,12319.181562353982,9970.163407427484,6471.630282580909,4095.4064592665313
184,11783.609589791206,9331.032833010266,6272.686069173109,3867.539958420018
185,12396.239895056893,9848.045185750498,6533.445059501028,4061.9115831436147
186,13276.155129868885,10249.230510052344,7164.545280508395,4366.4392079555155
187,14061.130794303248,11394.276571400063,7283.921256452636,4711.231723068243
188,14221.836852265362,11677.777383972149,7412.340086027957,4854.375139812991
189,13655.011087305464,10844.032102996354,7422.021796648801,4746.435960443261
190,13034.229339821452,10276.871696276752,6785.01396820609,4404.728582599962
191,12431.04692020022,9722.003881543253,6462.86419231121,3975.2555692021347
192,11907.402026281392,9428.231784754904,6387.089332894826,3878.030732264017
193,11937.473077987901,9557.08142762416,6413.009227761106,4036.234733568066
194,13219.666956136643,10621.22041727955,6825.65108884586,4366.557385517903
195,14214.284734928735,11341.220678937107,7533.409619230103,4800.672626078007
196,14235.27347419794,11548.108829070075,7862.096419387116,4718.129199547821
197,14148.949857762913,11113.89170599229,7267.952251496863,4668.2504228046055
198,13189.37399358052,10760.280999523055,7141.4146978315985,4475.045589094799
199,11962.63592412803,10118.254549216701,6636.058300075895,4056.355689116267
200,11962.234350569153,9409.900995009559,6455.403639287314,3995.537724954643
201,12401.319832571813,9690.898899381109,6700.0727717650625,4076.5156363537017
202,13482.79674403447,10661.269031450587,7348.338323539743,4421.570867943743
203,14427.908563682859,11223.137697757322,7482.383795159369,4688.511716070614
204,14116.648941222464,11580.927801138565,7759.169872726124,4903.434059089707
205,13865.070686372146,11471.30355509948,7473.288322440209,4564.4886212379915
206,13332.875316771539,10154.387592475754,7038.644969356166,4367.015144625976
207,12389.792235218147,10069.696289039368,6741.199664113874,4112.171716274079
208,12020.899243784652,9532.504471729568,6175.075405686406,4008.445580840763
209,13232.209351648682,9747.55390835744,6439.456743703635,4217.461896413095
210,13371.319973858965,10557.422478026423,7245.071555005481,4372.327479674991
211,14476.676793946368,11315.645892371607,7703.450692594782,4858.013593580765
212,14819.879185686761,11231.114187128607,7699.623102571704,4783.5778707941245
213,14339.605148177003,11662.733252838872,7678.44174835174,4843.779569516218
214,13137.012736694225,10585.039261725891,7098.982550163337,4478.838889001201
215,12472.037881978433,9915.521029889735,6748.898550355659,4020.367982853356
216,11735.660902151052,9717.398784755991,6366.754048572974,3997.699482400154
217,12249.524064570487,9645.1622638751,6698.818320308964,4098.402148588475
218,13115.767993060466,10695.800590138091,7436.889662020202,4470.014455120343
219,14204.071095268375,11283.954106257941,7653.590020037692,4705.842192726045
220,15243.202231029163,11852.39672331773,7777.6750829003495,4826.414596803647
221,13651.262037665092,10862.025863591598,7672.399171526032,4856.382900277714
222,13426.115523134416,10574.46845938305,7012.040692717617,4406.061494816719
223,11910.838189202894,9727.54426317017,6877.670364697203,4170.415863996827
224,11829.219382476984,9636.140877229089,6391.969550945583,3962.7041066463835
225,12599.117240008974,9957.190294886677,6540.405947190338,4247.195921340848
226,13285.87503525038,10464.823579644695,6958.423763203101,4362.9342277244905
227,13900.831888496128,11203.764538711142,7743.375575567502,4677.520045667774
228,14386.891160748137,11650.714829456136,7919.382624248602,5013.5753867141675
229,14400.165431595356,11161.832478251481,7501.7305373753325,4693.545342630409
230,13074.994621193699,10793.807347903508,7158.289697872917,4564.567955801899
231,12383.950771260412,9791.615132267349,6377.889348987966,4183.502554726725
232,11975.335560273405,9015.057242972502,6404.6357816058135,3975.8082745918173
233,12192.802699932994,9808.950367180894,6648.353429377505,3968.5920894009737
234,13863.835721201342,10414.150244957433,7332.133524677344,4429.558550948984
235,14414.288253486826,11015.552361918324,7474.342595764225,4754.252692698432
236,14030.912101048307,11409.032439891967,7599.637960844891,4988.187376884423
237,14286.905554252653,11411.97792896654,7455.423501107803,4895.340004660648
238,13117.858634902004,10917.652765450235,6900.506733548576,4370.563372076874
239,12564.413250077592,9944.942260601232,6764.828458835755,4183.916739852445
240,11797.376553294107,9473.579017784714,6591.287532701653,4056.9616252195633
241,12349.092167346582,9992.283361387843,6643.60786411721,4214.406124318655
242,13453.834473285078,10557.613963002403,7277.146128427237,4484.052313769422
243,14508.063398150834,11250.41177090129,7626.313814305482,4569.028727970977
244,14299.527370317759,11450.389678960373,7799.132801940862,4868.567147684142
245,14165.723127881247,11009.175408396703,7555.274978389152,4643.832171145686
246,13192.793899412345,10572.353989076651,7059.535417907679,4421.780469793416
247,12215.763574018767,9933.297030774473,6396.9797529713705,4206.698372055596
248,12434.870196760377,9590.056011687835,6439.60461220474,4028.027507617856
249,12502.104532983281,9838.785669058567,6608.8808069976385,4228.806736743461
250,13008.773910610525,10474.308943185351,7223.601665142021,4478.842650084003
251,14551.273733217038,11570.233553938024,7635.0372387692705,4639.310996304082
252,15302.901258441063,11434.509660587964,7803.772572107775,4646.576703046914
253,14584.024994201905,11608.592395777812,7487.999336658096,4777.164736706977
254,12939.782382716256,10462.250982553638,7127.770585087803,4429.404463617152
255,12281.549573841832,9772.021443246955,6711.873566428605,4053.1135884337996
256,12339.556728374704,9345.261400407888,6271.69482552876,3875.097580084381
257,12250.397941012305,9841.328493078121,6638.939336708057,4081.2231420069434
258,13490.49421453146,10906.107675444155,7164.866662868634,4439.928961844414
259,14539.143851936438,11571.982699486574,7526.247794348723,4836.000625091331
260,14436.29695122563,11997.450280348578,7752.557685740711,4921.490808377719
261,14300.285140768261,11573.475013691568,7671.127816905399,4925.931537898011
262,12504.969282235867,10461.31187951994,6969.964431824487,4364.947696191411
263,12171.685418281,9875.249813860595,6673.726265319076,4215.079116300709
264,11997.981481802666,9496.582837626844,6316.243011305714,4023.43425058045
265,12140.604942725115,10226.148012409734,6781.874815379508,4208.109160350406
266,13836.218756882621,10462.450097115723,7480.1349582017665,4427.265777359625
267,13935.866757169151,11682.105896962876,7519.593044606208,4884.566635546486
268,14608.9366276089,12001.494838802622,7944.597286704544,4941.891382238938
269,14383.721529019724,11896.936934925261,7540.100838792886,4717.086567538632
270,13784.998460955163,10631.189320023099,7294.785474718916,4465.183485094389
271,12093.768252779468,10102.97884694189,6472.668343534959,4130.560164036817
272,12364.700925629393,10108.00648667013,6506.528651140667,4067.272522542186
273,12479.395256407737,9858.173905411299,6538.132707893896,4060.814658387047
274,13162.659766776602,10411.218432505124,7131.007123548274,4472.779038886565
275,14508.45605276783,11068.056408528393,7508.887330807634,4829.750447704455
276,14827.638258984784,11983.487398467407,8006.263414215435,4926.198319924778
277,14203.02629317747,11067.334138539178,7538.642118505288,4920.952485120623
278,13444.962325399169,10660.993618430242,7239.698465092927,4544.687581998596
279,12380.691795457466,10068.773983345289,6608.520852257399,4158.324998804468
280,12136.20913713951,9722.850331226886,6443.197798751409,4053.7315635039654
281,12668.350017969029,10087.332322523927,6687.854784811283,4192.2377859598055
282,13880.900842682538,10811.15648940967,7066.206661837443,4520.884063362988
283,14048.85544137187,11819.148471355522,7715.248433623145,4626.49745033356
284,15430.902843867414,11614.133943926596,8134.671726824588,4903.431788358181
285,13843.066705676325,11368.346554977774,7563.3628856925125,4659.266937829807
286,13413.288541866614,10596.977633292216,7343.704012617085,4599.364822394579
287,12649.892546151794,10168.299718622391,6867.94039802639,4162.521588002081
288,12202.444192680163,9882.211946715846,6365.964304565879,4029.110239008498
289,12373.10715692555,10113.77148614594,6487.7510430329285,4251.2890282878
290,13426.381685084767,11041.304775098008,7234.0936669737575,4532.127251649554
291,14293.520870014358,11276.590461176804,7614.833468608808,4703.334179697543
292,14655.93759192143,12260.220633097546,8205.337527256608,4936.57348212822
293,14681.1534233051,11900.51508568608,7704.484395438026,4779.696748447185
294,13578.771096680372,10944.689885210719,7075.300670637577,4337.362833133154
295,12355.513712600574,10380.506677294434,6528.899440698325,4118.724529364537
296,12378.976004410166,9405.834273729204,6626.804759214405,4038.517398221987
297,12633.095969591051,9939.382965029916,6619.995984315278,4175.687016478259
298,13730.978947310889,10650.098936682249,7212.355098398958,4370.2613282828315
299,14648.890101187875,11740.372479573005,7863.073819340286,4933.311085216503
300,14616.036310226098,11640.240755532277,7849.87144915136,4944.034759625513
301,14304.6372476086,11748.70897158995,7708.494970847457,4825.860750700739
302,13713.260601130525,11105.341772019972,7203.6506061418495,4539.862024490751
303,12709.20265466512,10184.404562107444,6788.012170108785,4119.342265460819
304,12181.43078289842,9804.547134851982,6576.270694832747,4099.251003227192
305,12612.646537176992,9867.60726259232,6681.4534926979495,4163.58025444342
306,13886.590051485091,10648.997090802066,7230.837544689814,4432.592553443949
307,14326.514728339693,11888.31040706484,7674.797831526805,4888.108235394984
308,15057.618227282044,12101.443457610816,7709.0515653096345,5113.000264570348
309,14439.419355318745,11589.38655314688,7772.128808881965,4902.739846480078
310,13481.632877551394,10741.926964621229,7494.939252221958,4596.845527743974
311,12859.640459016957,9658.639992117116,6592.384412533441,4150.698834283036
312,12414.86990842605,9561.342266730793,6413.026930671652,3941.0023402100855
313,12815.892555275408,10474.240794283676,6608.588712808529,4328.849255947099
314,13924.591512044693,10578.2036632252,7342.365627019643,4709.2946864220285
315,14535.94448428128,11667.922454111414,7818.756949380297,4992.725190665942
316,15130.899456014533,12182.45882046153,7935.986264185359,4942.3524908027375
317,14439.678302971999,11332.131441795364,7606.96928948616,4731.435923827586
318,13658.257869038152,10896.327016273548,7250.85274485992,4427.015042680826
319,12577.88987496677,10277.815599746262,6515.250012703353,4062.0174734444054
320,12264.100635957535,9794.732205791137,6546.915827872982,4071.3560951713694
321,12789.141917782785,10691.00758881773,6858.1335521425035,4348.191789960567
322,13377.832329236066,10517.218113439369,7072.03134451985,4520.620487175101
323,15171.478507065767,11896.347132484854,7528.402473225613,4883.379003149963
324,14659.425158845277,11926.984413465763,8230.941777987173,5124.008285899372
325,14208.465528634499,11829.522671940984,7671.422934698613,4814.7995088860525
326,13915.410118414304,10976.34707677824,7418.3368532867435,4718.025148481286
327,12838.813448225208,9962.703061395732,6719.880034614567,4380.750471472645
328,12420.966308470255,9859.216107320612,6521.652075054543,4078.5550981205047
329,12826.260940876204,9757.11312727377,6815.009641679539,4173.587183851432
330,13627.588344897384,11036.30679649202,7141.2973673633405,4607.002353689795
331,14332.874549156746,11745.448220769293,7804.509049437445,4831.112713724005
332,15016.752047313641,12148.433128050698,7935.796560046009,4882.397170404456
333,14397.11862439562,11922.911361510678,7578.3108979319395,4989.589013392432
334,13896.762761114303,10984.917621331635,7318.8964869408865,4654.1843846583115
335,12629.819210236203,10163.673714631295,6720.196348382649,4235.490830166798
336,12092.677496894701,9663.209439637018,6537.100758875754,3995.0409599753166
337,12614.220049581454,10011.984489918545,6607.224204032728,4127.876070432569
338,13774.693229612523,11188.900093350636,7518.237276048788,4563.721331829643
339,14462.982509032667,12038.492990372037,7938.343744423996,4827.221124209384
340,14780.924041619624,11965.187785615684,8169.514205029788,4975.177402368186
341,14699.197355700713,11713.09053253653,7753.890330517158,4975.629427398518
342,13728.798958594574,10731.752452639937,7034.340102391103,4620.732296925701
343,12567.103980041482,10394.886030152617,7035.575026217721,4348.586130340599
344,12207.779060395877,9990.311824471852,6564.704149223165,4026.571007541598
345,12784.00041964606,10575.18530631735,6685.000139535717,4212.53403365542
346,13296.621232448413,10762.126659462665,7363.9180405302795,4633.685712811615
347,14248.745468656629,11640.48950746872,8001.967238612772,4930.948135233016
348,14846.087723896695,12105.793997446559,8029.6401782788735,5174.716501888757
349,14598.865883501803,11880.819473234262,8019.397461050802,4928.256132311456
350,13778.345770448033,10907.308628394787,7461.223502167553,4733.1099712246505
351,13100.420474568622,10002.221081063768,6640.536621123408,4287.459298674038
352,12564.312534576908,10056.143536749249,6499.184029573602,4204.945300653155
353,12713.624101951502,10350.700701463336,6932.628931256012,4223.965882362111
354,13719.701129302919,10778.724203653903,6922.833697538158,4576.280955149053
355,14400.767730852915,12075.036427861205,7814.129728307122,4987.717908775263
356,15091.823143922726,12360.602096688524,7821.533950459588,5194.816370049847
357,14610.58032684223,11787.912312118744,7762.856726428509,4969.916126943801
358,13813.506783574501,10997.416428703638,7276.210883068416,4567.363509426637
359,12543.405513486208,10316.605050203785,6753.620570816239,4368.588277913356
360,12509.922382834075,9734.35047015048,6530.434155618397,3946.175591155091
361,13176.150713001734,10233.544715076016,6668.6555036433,4140.2027333184715
362,13727.09623343608,10531.85028198291,7673.3962416473505,4648.188555253854
363,14848.131373504597,11990.391142394295,8149.298781431403,4911.315019728692
364,15341.597751521322,11728.103779498475,7883.209709810473,5105.328000722853
365,14611.590940789987,12138.151942359133,8104.4659781372175,4916.254327025229
366,13818.677442899445,10932.952933656095,7278.459437963097,4638.0369261306705
367,12787.471982288838,10184.105769385696,6835.88458600666,4192.007223690479
368,12434.78378927385,9803.78335883918,6610.578265614682,4184.0467766867
369,12616.310783881394,10192.482595243266,6744.180432331077,4356.42709487275
370,13796.24801929371,11344.56383487815,7499.106545557659,4708.70124368381
371,14911.606874863593,11223.939847926555,7894.253654829844,5119.7123321792915
372,15608.66881411597,12444.662868610452,8012.72874332003,5080.829679554181
373,15047.816525432947,11891.494196322981,7668.97005446929,4948.478643088952
374,14383.314052908989,10765.28331573874,7222.956801686381,4456.470994871944
375,12617.761945919501,10031.067284729794,6610.00398209527,4226.076555854687
376,12657.118224445934,10285.738221050347,6636.333138303004,4130.681417676666
377,12892.029928070542,10081.624190557797,6686.670889868432,4371.5850798342235
378,14427.677796939272,10802.780323887302,7332.747553565226,4551.135294933871
379,14560.448697033198,12109.070740709618,8109.4624394416005,5011.804004023818
380,14949.194577993745,12245.997783924777,8303.5959952922,5068.017740784944
381,14622.283513606362,11617.663836991314,7888.078066623769,4915.753147478598
382,13235.171773808002,11105.760044688528,7359.061671094271,4630.37356656881
383,12709.863899782755,10065.132163338843,7108.1956003562655,4248.147367790928
384,12280.614543542179,10195.587923163032,6719.902562214574,4120.979984127613
385,12914.487939921568,10519.262717327507,6822.050194643267,4145.583666010321
386,13950.194309001456,11202.33160935304,7178.840944196263,4595.593277888237
387,15391.889695810954,11954.022348411998,7974.445560090716,4897.6042737740145
388,15530.748357521372,12622.308933197035,8263.378421367215,5027.919227351837
389,14664.05162623179,11868.102742765032,7812.164101874342,4986.303193632928
390,13606.530859676297,10822.385171933338,7432.632275072158,4679.334583333816
391,13002.435912671886,10393.204491221442,6817.137926298622,4311.850955667774
392,12170.043449594987,10417.296506883604,6642.184547444463,4249.653463057894
393,13379.673300562266,10115.96478488331,6541.174633366693,4351.826166787044
394,14216.630007104393,11030.878278859005,7374.612560844691,4602.348091386193
395,14731.56275807564,11995.97299060072,8085.022851968632,4911.147425807113
396,14754.443364011764,12209.147559646108,8045.320182217246,5124.496961623351
397,15273.77756599707,11663.157729659804,7939.588521976558,5013.919001622538
398,13857.188122443986,11360.507839921542,7295.4757061634955,4759.099447957029
399,13226.431576725177,10804.635927304735,6933.305478380857,4404.797057760744
400,12130.982418164249,10063.773383725496,6654.027103037281,4131.621576934475
401,12783.256241712486,10163.529320036523,6770.831984031302,4303.986302230467
402,13924.309004512319,10793.223995311226,7623.417127137061,4703.232816446921
403,14921.35006041443,11987.406137938036,8098.2939231477685,5075.254375591113
404,15177.277487912783,12522.603462998763,8069.252899119195,5200.914201880178
405,15093.043694837666,12039.210172010766,8029.737047890584,4962.765989581508
406,13625.562502182196,11137.743594770845,7505.330656828286,4524.552500870147
